482,130
483,130
484,130
485,125
486,124
487,123
488,122
489,119
490,118
491,118
492,117
493,117
494,117
495,117
496,116
497,116
498,116
499,108
500,107
501,99
502,97
503,96
504,95
505,93
506,93
507,91
508,90
509,89
510,88
511,84
512,83
513,82
514,81
515,81
516,81
517,80
518,79
519,78
520,77
521,76
522,75
523,73
524,72
525,72
526,72
527,72
528,71
529,70
530,69
531,69
532,69
533,66
534,65
535,63
536,62
537,62
538,61
539,61
540,60
541,56
542,55
543,55
544,54
545,49
546,32
547,32
548,32
549,30
550,30
551,30
552,29
553,28
554,28
555,28
556,27
557,25
558,24
559,23
560,23
561,21
562,21
563,20
564,20
565,19
566,19
567,19
568,19
569,18
570,18
571,18
572,18
573,18
574,18
575,18
576,17
577,17
578,17
579,16
580,16
581,16
582,16
583,15
584,15
585,15
586,15
587,15
588,14
589,14
590,14
591,14
592,14
593,14
594,14
595,13
596,13
597,13
598,13
599,13
600,13
601,12
602,12
603,12
604,12
605,12
606,12
607,12
608,12
609,12
610,12
611,12
612,12
613,11
614,11
615,11
616,11
617,11
618,11
619,11
620,11
621,11
622,11
623,11
624,11
625,11
626,11
627,11
628,11
629,11
630,11
631,11
632,10
633,10
634,10
635,10
636,10
637,10
638,10
639,10
640,10
641,10
642,10
643,9
644,9
645,9
646,9
647,9
648,9
649,9
650,9
651,9
652,9
653,9
654,9
655,9
656,9
657,9
658,9
659,9
660,8
661,8
662,7
663,6
664,6
665,6
666,6
667,6
668,6
669,6
670,6
671,6
672,6
673,6
674,6
675,6
676,6
677,6
678,6
679,6
680,6
681,6
682,6
683,6
684,6
685,6
686,6
687,6
688,6
689,6
690,6
691,6
692,6
693,6
694,6
695,6
696,6
697,6
698,6
699,6
700,6
701,6
702,6
703,6
704,6
705,6
706,6
707,6
708,6
709,6
710,6
711,6
712,6
713,6
714,6
715,6
716,6
717,6
718,6
719,6
